longitude,latitude,dem
237791.4806280461,543911.3483518809,19.11256217956543
237748.02349600825,543106.2049568836,16.77182388305664
237667.328580124,541610.9400794981,16.473201751708984
237563.0674657637,539678.6005256511,17.16007423400879
237466.27533430688,537884.2880016416,16.4306640625
237452.62684831204,537631.2441428415,16.494064331054688
237236.78808736423,533628.5574500961,19.831750869750977
238301.4142443563,552858.5380767221,67.0140609741211
238231.81705548358,551570.2991754571,88.60821533203125
238080.2319153384,548763.7834791066,95.60335540771484
237749.90403932915,542644.6817547185,16.75504684448242
237677.90998905041,541310.4456566721,17.55758285522461
237675.4276421388,541264.4375417223,17.512075424194336
237635.7119645098,540528.3079415746,15.59756565093994
237500.45690070698,538020.8698679889,17.2640380859375
238244.81094559745,551315.8121407041,89.71484375
238196.35426009542,550418.646651716,100.087646484375
238012.51490660736,547014.0247194702,66.8363037109375
237955.39098776484,545955.8333760779,89.78594970703125
237862.26976935612,544230.523396532,22.62492179870605
237757.99697969132,542298.1791535439,17.229877471923828
237666.15773722937,540595.8784607882,15.599228858947752
237524.7125573348,537973.4199411757,17.129995346069336
237280.39089822257,533441.6410540324,20.417211532592773
237109.3214065804,530267.1056021927,35.92658996582031
237104.36385022075,530175.0902067618,36.66542053222656
237096.92761918745,530037.0671268115,45.968128204345696
237080.81621139596,529738.0171745764,35.56694793701172
238018.09242077114,546621.5131853474,74.22789001464844
238014.36728172924,546552.5006918544,72.98590850830078
237834.3557966157,543216.9015543945,17.62289810180664
237826.90860381,543078.8769615674,16.827226638793945
237779.7459260298,542204.7215743987,17.613954544067383
237522.92073317408,537442.8862694101,16.62408447265625
237426.18430353084,535648.5764035173,16.17551612854004
237412.54367317416,535395.532919731,16.083486557006836
237271.20169838239,532773.085403054,31.291475296020508
237265.0035145732,532658.0659059752,37.01401138305664
238390.07699739048,553015.2483126521,65.7845458984375
238342.86270873307,552141.0856033852,77.68412017822266
238180.13568035964,549127.5295469295,101.44534301757812
238095.68993569372,547563.2438793806,81.93844604492188
237668.7375025507,539649.8298804052,17.557998657226562
237622.83954853285,538798.6808918035,16.25303077697754
237456.65398348105,535716.1463495465,16.714664459228516
237399.61947029107,534657.9646707335,21.57797622680664
237394.66029201762,534565.94891656,22.599861145019528
237291.7697876545,532656.6236056788,37.10524368286133
237224.84173024225,531414.4135849169,39.79361343383789
237159.16285984684,530195.2087009829,36.59197235107422
237118.273363495,529436.0817561196,36.230972290039055
238314.8642530745,551127.4581439905,90.81404876708984
238061.53957458766,546434.5988493823,68.53016662597656
238037.95289021777,545997.5197480358,86.13284301757811
237911.35085632667,543651.0978111718,18.456222534179688
237855.50839366438,542615.9131165193,17.32846450805664
237781.0626143964,541235.6682418939,16.889698028564453
237358.19782881945,533391.3066055495,21.55231285095215
237301.1851519748,532333.1268399516,29.745466232299805
237268.96382237697,531735.025645161,39.44831085205078
237161.163246895,529733.689194927,34.20602035522461
238378.79066364738,551816.1464354871,83.12830352783203
238331.59280210536,550941.9843739821,91.88167572021484
238280.67435539493,549998.8102297932,102.474609375
238252.1128767278,549469.7128625866,104.55744934082033
238144.09241863462,547468.3466635253,80.99946594238281
237717.23191477917,539554.9312939532,17.0748233795166
237691.18675575563,539071.8465759046,16.20726203918457
237573.38238803606,536886.4657512875,17.529998779296875
237564.70329557714,536725.4378475714,17.57765007019043
237352.73789628205,532791.762895776,27.383169174194332
237345.30234371568,532653.7394469129,36.14845657348633
237191.6620457064,529801.2583844308,34.47150802612305
238497.36785461023,553517.0245937984,65.6287612915039
238455.1336312995,552734.8783573816,64.7554702758789
238368.1933141388,551124.5788819734,91.33539581298828
238139.74473523485,546891.8019602355,62.65135192871094
238062.79370028083,545465.5435238611,78.77711486816406
238056.58854742572,545350.522755865,75.46239471435545
238000.74603951946,544315.3363385722,24.39420700073242
237952.35483161904,543418.1754972078,18.722000122070312
237804.73194322392,540680.6888593314,16.595752716064453
237584.0088415764,536585.9725747248,17.61969757080078
237534.42315699556,535665.8135302002,16.006591796875
237510.87188745447,535228.7382306969,15.64887237548828
237458.8155994452,534262.572342894,25.109973907470703
238368.78169910616,550640.0499880314,94.41416931152344
238309.1847557224,549535.8461823063,104.33014678955078
238233.45839186895,548132.5886407392,90.76681518554688
238115.5493493718,545947.1908094753,85.91989135742188
238105.62158271964,545763.1574890641,88.75778198242188
238029.92959614986,544359.9043464353,24.158941268920895
237878.58400691592,541553.4029709864,17.93219566345215
237695.05317625368,538148.8035346456,16.63309097290039
237631.8269104603,536975.5992049528,16.89150047302246
237457.07149701013,533732.0402506767,20.43710327148437
237263.8049048286,530143.4320308203,36.52791976928711
238015.69280578004,543599.3278764766,17.13549041748047
237977.23873548637,542886.200218387,17.82266616821289
237913.98277844355,541712.9911201699,19.05306625366211
237894.13961587544,541344.925756555,18.09079360961914
237859.41620041677,540700.8116412666,16.57769203186035
237802.37644499628,539642.6249150727,17.931842803955078
237663.52749065572,537066.174171174,16.604703903198242
237514.80867993744,534305.6973582013,24.899908065795895
237366.13947510044,531545.2268848196,41.76730728149414
237262.10056209593,529612.9013262661,34.266212463378906
238451.9114577668,551189.2739082696,92.62542724609376
238358.80755564454,549463.9546818044,103.7759017944336
238353.84255669318,549371.9377258737,103.71687316894533
238249.59027222137,547439.583276852,80.21768188476561
237996.50708748764,542746.7353941081,18.354496002197266
237945.6595957413,541803.5671960777,18.877880096435543
237882.41834536757,540630.3590065101,16.913131713867188
237847.70146348025,539986.2451930968,17.389373779296875
237737.36928945204,537938.8857206069,17.106260299682617
237729.93214619288,537800.8616119521,17.51799964904785
237687.7906750936,537018.7252955977,16.50699996948242
237573.78076727135,534902.3589912327,18.07230758666992
237313.6499923368,530071.5368247321,40.724956512451165
238306.05596055387,547990.2448690347,89.09028625488281
238289.92442080617,547691.1901164213,82.76374053955078
237993.45573877107,542193.1967602186,17.635847091674805
237979.81546311398,541940.1516459677,18.347450256347656
237977.3354576985,541894.143449096,17.80278778076172
237945.0966390845,541296.0370500004,18.136377334594727
237622.83637152647,535314.9894261509,16.55204200744629
237388.72403738578,530967.2465681992,49.75155258178711
237355.2894656518,530346.1417300589,35.84506607055664
238350.1090594973,548310.8647416914,90.95762634277344
238295.51580793574,547298.6793273259,84.3334732055664
238075.9692378356,543226.9420624664,18.790830612182617
237886.27847230237,539707.3158772234,17.156904220581055
237814.39060106862,538373.0811937265,16.151641845703125
237379.59213881032,530298.6925662933,36.59835433959961
238647.3442205031,553324.3575517163,66.60438537597656
238530.66283122887,551161.9531860864,94.80638122558592
238473.5744770917,550103.7567215944,99.46913146972656
238466.1287054518,549965.7311644247,98.37540435791016
238458.68305738198,549827.7056230959,98.65980529785155
238312.27709595885,547113.2065294757,72.35943603515625
238309.79605105068,547067.1981230695,72.3621139526367
238169.63933346877,544467.7260207329,23.786178588867188
238036.96501095252,542006.284166716,17.960302352905273
238022.08810209946,541730.2349273302,16.46579933166504
238001.01332876334,541339.1652800655,18.217275619506836
237893.1756346334,539337.8108419254,17.508861541748047
237859.71405761206,538716.7015215848,16.274560928344727
237768.01740783773,537014.4035486626,17.363895416259766
237764.30037354684,536945.3915195493,17.845741271972656
237665.19088664342,535105.072205577,15.559356689453123
237500.47013562638,532045.5475860611,36.40768051147461
237370.47048131516,529630.1389183449,33.87336730957031
238645.4470122088,552793.8199352091,62.83298873901367
238628.0698926015,552471.7595652621,66.28539276123047
238614.416913159,552218.712192229,75.34852600097656
238352.60831650882,547364.8137972923,82.15222930908203
238347.6465964947,547272.7969553508,80.80174255371092
238172.78107797547,544029.2077767625,19.24971389770508
238136.824298505,543362.0876833871,17.465354919433594
238009.13910283582,540992.6641381346,15.51300048828125
237803.43197268946,537173.9913640693,17.50699996948242
237695.65947570174,535172.6436135368,16.506258010864254
237648.59460636013,534298.492768879,25.85726928710937
238663.41455442074,552631.3515493739,64.43157958984375
238607.56870953646,551596.1578182485,85.32260131835938
238384.25481561496,547455.3918059999,79.84866333007811
238356.96852273864,546949.2991603622,68.5678482055664
238343.32599954554,546696.2529174462,60.75456619262695
238322.24291738757,546305.1815559035,52.7574348449707
238311.0816874729,546098.1438277736,53.85584259033203
238193.28567381235,543912.7477614796,17.92063331604004
238104.02935178016,542256.4502322869,15.697365760803223
237968.93910581587,539749.0041507101,17.072107315063477
237602.29472063243,532939.8191801282,21.603796005249023
237586.19900926104,532640.7680225894,21.242061614990234
237514.3944654452,531306.5406888109,42.190444946289055
237466.1186155266,530409.3886602195,38.12479019165039
237454.97877896542,530202.3536719177,39.847991943359375
237402.99656546855,529236.1908653341,47.43465423583984
237400.5213735965,529190.1831320375,46.90169143676758
238299.33571837517,545383.575196119,83.55480194091795
238247.26345367718,544417.4000556832,21.80951690673828
238188.99929491966,543336.2049863134,17.51375961303711
238182.8014268215,543221.1842915108,18.91722869873047
237788.7935737556,535905.8907268476,16.840444564819336
237508.98692682898,530706.9984912453,50.69565582275391
238721.6903328626,552720.4928971073,62.588542938232415
238490.95046672868,548441.6965099014,95.1922607421875
238489.71025062958,548418.6922694165,95.00862884521484
238421.5036512054,547153.4597208994,69.71184539794922
238383.06450765143,546440.3292351244,58.94856262207031
237939.39360377248,538204.8530075308,16.91315269470215
237879.94049883835,537100.6593710165,18.26658058166504
237647.15883652476,532775.9107397823,20.877939224243164
237612.4996366785,532131.800574678,26.429752349853516
238711.1256931817,552028.9255930502,79.5726547241211
238409.75482054552,546438.890709429,61.61394500732422
237886.86834219215,536731.1553180208,17.041513442993164
237779.14559846552,534729.8073065188,27.44176483154297
237598.42804022675,531371.2307869317,45.163284301757805
237547.6917884482,530428.0705781747,37.97866058349609
237483.3517003107,529231.8684530817,45.50333786010742
238544.3090332607,548438.820106769,95.42662048339844
238514.55088095905,547886.7183183059,84.98591613769531
238452.56107954658,546736.5070739612,62.76372528076172
238427.76756174045,546276.4228846021,56.62602996826172
238070.89322931285,539651.2301012166,18.32573890686035
237704.40284578456,532842.0422850521,20.8487491607666
237662.3252813199,532059.9083206104,24.953502655029297
237627.67615784548,531415.7983798077,43.53316116333008
237568.28394138505,530311.6107144477,39.57309722900391
237511.37384684652,529253.4318222273,44.958343505859375
238802.89788582973,552739.1844573179,63.424842834472656
238738.39762752265,551542.959803028,85.73152923583984
238711.11184774488,551036.8651155028,91.63451385498048
238659.02542276963,550070.6849404052,95.95143127441406
238621.8245378244,549380.5567196468,100.74183654785156
238537.51396297387,547816.267553811,85.1574020385742
238430.90860751495,545837.9047616757,54.9071159362793
238176.89360591615,541122.0531112049,18.52868843078613
238175.65486216865,541099.0490022125,18.29231071472168
237939.11783248905,536705.2722686054,17.783506393432617
237781.908727601,533783.764706294,21.337608337402344
237611.14601276984,530609.2212473499,38.16374969482422
238841.9571474908,552967.7905320637,64.49297332763672
238724.13593532122,550782.3803122249,89.06040954589844
238644.77909167166,549310.1061950866,100.50276184082033
238585.27067902058,548205.9017915707,90.32746887207033
237870.54912326986,534932.5241718311,20.149248123168945
237703.49179912033,531826.9890777199,32.118408203125
237654.00537931448,530906.8320755614,49.142696380615234
238804.12260733586,551770.1282301052,82.3461685180664
238784.2817501043,551402.059182262,87.74308013916014
238781.80170465956,551356.0505592125,89.93289947509764
238556.17499045815,547169.2732400903,73.02060699462889
238333.1394829846,543028.5188228833,17.543560028076172
238329.42316696024,542959.5063702781,17.525001525878906
238146.12329299093,539554.8969690492,18.21805000305176
238131.26443953218,539278.8479814976,17.4619140625
237773.56326705747,532630.6873843856,23.588748931884766
237756.24247884797,532308.6320974957,22.40265464782715
237701.81010773272,531296.4589017993,44.48159408569336
237646.14753072703,530261.2826536093,40.03773880004882
238653.50512720074,548479.0775822336,95.10382080078125
238632.43473814786,548088.0052449023,88.24043273925781
238586.57908310514,547236.8482451923,72.43682861328125
238458.95159377367,544867.4143704847,48.69297790527344
238419.30774852168,544131.280526801,18.12178421020508
238372.23524835543,543257.1221738877,16.814664840698242
237890.64682801013,534308.5377720417,33.06233215332031
237748.37457766104,531663.0821623048,42.35433197021484
237690.24162911536,530581.8976369062,38.63043212890625
238742.15531176972,549627.8538346728,95.91770172119139
238593.43898933634,546867.342951864,69.25550842285156
238271.38981141796,540886.2578225462,17.84017562866211
237926.06455924205,534468.1265651174,25.868906021118164
237906.26907446166,534100.0627316013,25.865928649902344
237876.5774983978,533547.9671931928,19.69762420654297
238970.8927631377,553376.1213264987,64.54973602294922
238611.45421012412,546704.8758848263,82.5709228515625
238446.7047306542,543645.3171034371,17.671079635620117
238429.36621182383,543323.2587382151,17.415206909179688
238376.11639699925,542334.080014213,17.510351181030273
238346.39833070379,541781.9806159716,16.159332275390625
237967.66644683652,534742.7355675539,38.48699951171875
237940.4497594474,534236.647646687,31.301252365112305
237720.30325076054,530141.9441455454,39.381660461425774
238899.61023233825,551557.34167065,85.81585693359375
238713.71738630935,548106.6976386774,89.68940734863281
238425.1168647456,542746.7169217356,17.029098510742188
238406.54381528302,542401.654606007,17.439119338989254
237923.9158301977,533430.0692517599,18.77510452270508
237886.81225749073,532739.950082616,21.969072341918945
237865.78827388145,532348.8827298451,21.395790100097656
237842.29205701774,531911.8076042458,28.001247406005856
239000.64341311023,552936.165675899,64.98471069335938
238954.77976551393,552085.0048070075,76.04674530029295
238920.07525805797,551440.8834696515,86.7902145385742
238890.33067556669,550888.7797413757,87.80108642578125
238765.1771930412,548565.3460021522,93.9321517944336
238703.23296544902,547415.1329448018,78.53704833984375
238640.05868577832,546241.9167624274,65.30268859863281
238529.83474583243,544194.5422515338,18.524082183837887
238394.87841344866,541687.0883424086,16.351184844970703
238232.7371634799,538673.5497564655,16.486000061035156
238212.9376914844,538305.4844940742,17.458728790283203
238100.34492356234,536212.1154635707,15.293961524963377
238048.3886301592,535245.9463749602,16.343727111816406
238798.05000734614,548678.9305958282,96.48763275146483
238716.29267497413,547160.649257456,76.91407012939453
238649.41142267082,545918.4205010263,54.79329299926758
238426.54616740427,541777.6672731722,15.765085220336914
238297.8302681039,539385.2385932282,17.805265426635742
238238.4354585756,538281.0423514554,18.08216094970703
238149.35808597706,536624.7498962432,17.02973747253418
238008.35534996673,534002.2915240433,24.84137535095215
237937.87073769042,532691.0644904273,22.40958786010742
239041.55881792319,552703.2497506989,64.53995513916016
239001.90190242417,551967.1105415039,76.76001739501953
238851.98090359365,549183.5882400963,95.2826690673828
238786.32883051716,547964.3614977831,88.49847412109375
238778.89712712826,547826.3359069414,84.5421371459961
238671.1512994687,545824.9666249566,50.22165298461913
238611.71643756249,544720.7643130589,27.104455947875977
238485.44360233296,542374.3377768993,17.888660430908203
238345.59480227318,539774.8706044089,16.688961029052734
238235.47926981025,537727.506623459,17.657014846801754
238056.13584773263,534391.9211132601,29.58185577392578
237939.91045008533,532229.5465031248,22.316421508789062
237883.0452654567,531171.3646059055,39.10202026367188
237879.3369192867,531102.3527755188,41.12657928466797
237774.27997879003,529147.0192339076,51.671913146972656
238801.86432078542,547755.8865237255,84.13200378417967
238752.3282690569,546835.7162619857,72.7717514038086
238676.79635286352,545432.4579724949,44.60291290283203
238402.01747309393,540325.5318359537,16.691293716430664
238310.46210625634,538623.2279598182,17.07237434387207
238301.80243702998,538462.1993399858,16.50699996948242
238212.7413226226,536805.9062207546,16.70846176147461
238107.6226549391,534850.5631247209,33.901958465576165
238071.76432001244,534183.4467987074,25.12919235229492
238022.3092916848,533263.2869587634,18.914802551269528
237959.26210917011,532090.0841881847,22.571275711059567
237935.776230004,531653.0089400653,43.17799758911133
237845.5525604462,529973.7213128908,44.61178970336913
238932.58023183187,549686.8101671133,90.02974700927734
238738.15741422668,546075.1396711413,73.6445083618164
238696.06424146984,545292.9959015464,39.23022079467773
238427.50418067694,540301.0903383261,16.499191284179688
238422.55528168855,540209.0738411145,15.529000282287596
238375.54348102267,539334.9174700808,18.1611270904541
238335.95844192276,538598.7862839354,17.25362777709961
238245.66823381634,536919.4887085734,17.295635223388672
238190.0190068184,535884.306444684,15.480999946594238
238178.88999633832,535677.2700992711,15.467257499694824
238138.0860059676,534918.1371389655,28.001298904418945
238097.2857582176,534159.0046598678,24.47108459472656
237840.20673570834,529374.1807172298,42.12000274658203
239076.92593320692,551870.7853809511,78.29856872558594
239070.73182844926,551755.7636357779,80.22188568115233
239033.5689979104,551065.6333964383,91.08322143554688
238899.80833511165,548581.1678240476,92.80948638916016
238897.33166269268,548535.1592508918,92.62017822265624
238788.3716485823,546510.7837803978,89.64627075195312
238738.85314524997,545590.6142422836,42.02889251708984
238689.34012823814,544670.4454106754,24.504570007324215
238524.74880815722,541610.8891262719,15.519779205322264
238465.36233493843,540506.6902806712,16.495506286621094
238404.74680087814,539379.4883422758,17.370498657226562
238251.38921790256,536526.9820533926,15.900382041931152
238236.55096418355,536250.9334182562,15.64007568359375
239016.88544415406,550259.0461141169,89.91574096679686
238561.3631612231,541793.4854710121,16.514999389648438
238438.89704973652,539516.0758347632,16.519001007080078
238436.4233335431,539470.0676039085,16.526411056518555
238412.92371458147,539032.9894989477,17.036121368408203
238349.85191853365,537859.7806375539,17.08025550842285
238313.99154722109,537192.6623858567,17.33633041381836
238138.4410894241,533926.0887263529,28.46044921875
238006.20589075235,531464.6623506285,46.674686431884766
237897.48120978655,529440.3154801074,41.06040191650391
239166.1666865381,552535.0407625837,67.04000854492188
239148.82557101254,552212.9796437463,72.3982162475586
238977.9276319443,549038.3818171853,93.3029327392578
238963.07002424396,548762.330229668,93.45989227294922
238862.79407783205,546898.9836772811,71.73802947998047
238784.817221045,545449.7161399275,36.229190826416016
238782.34198809572,545403.7076753872,34.87544631958008
238683.34391659388,543563.3705427712,17.580873489379883
238651.17426904236,542965.2615834363,17.081527709960938
238480.4664998465,539790.6882607229,17.24928855895996
238400.0833085741,538295.421132897,17.599679946899414
238324.65996949642,536892.1721422412,16.239582061767578
238825.12554700373,545701.3266124083,62.45675659179688
238653.14188135523,542503.741459569,16.92292594909668
238476.27820622968,539214.1483779326,19.51297378540039
238468.85888666392,539076.1236909572,16.88043785095215
238374.89153552352,537327.8123666737,17.499000549316406
238236.4494855843,534751.3582274411,25.027002334594727
238222.85482226717,534498.3139235992,28.72208786010742
238086.93105684957,531967.8738281634,29.98874855041504
239136.5134115102,550990.8782920856,87.2421875
239082.03627924758,549978.6875433652,90.49024200439453
238879.04356901988,546205.9841051772,89.25070953369139
238610.59124016121,541214.0716021396,18.525774002075195
238559.88797193527,540270.9015313489,15.699695587158203
238465.91668222047,538522.5882436149,17.50531005859375
238305.22228316028,535532.0582769364,15.563350677490234
238185.3573502811,533300.6677089054,22.15641593933105
238173.0019787884,533070.6276807832,20.430036544799805
238023.52922277403,530287.1468463615,39.23720932006836
238008.7082216216,530011.0995133296,44.18756866455078
237960.54338753503,529113.9461209821,44.11483383178711
239253.5664262474,552668.761700592,65.52837371826172
239201.5602153092,551702.5781282084,81.78032684326173
239087.6629491496,549586.1787401112,91.12078857421875
239034.4382959729,548596.993351859,91.46366882324217
238992.3581698904,547814.8473441526,90.07948303222656
238675.64677800218,541925.764396173,16.52899932861328
238644.72997385557,541350.6601920966,17.565860748291016
238639.78348413538,541258.6435450856,19.27065658569336
238416.01227084085,537094.8976705056,17.333354949951172
238075.008624535,530745.7882073764,48.82859420776367
239296.31904347969,552966.383916053,72.45707702636719
239278.98412242718,552644.3225178123,65.12625122070312
239210.8891404029,551379.0821486963,85.61727142333984
239163.8477462372,550504.9168561483,89.50009918212889
239158.89630808838,550412.8994940482,90.36127471923827
239142.80451240594,550113.8431160375,90.41629791259763
239051.21608201176,548411.5236174436,89.18533325195312
238969.5449263545,546893.2407008642,72.72414398193358
238583.66519881366,539715.9293431155,16.03127670288086
238577.48394655625,539600.9086781666,16.370771408081055
238257.41242652573,533642.8533553192,25.571521759033203
238109.1948410428,530882.3744630693,40.66159439086913
238053.62600530958,529847.1965213623,36.051570892333984
239132.34557940537,549422.2782379752,91.60256958007811
239046.96080458877,547834.9809670281,92.7377700805664
238992.52105647136,546822.7925017625,74.29073333740233
238799.56085360088,543234.1312031429,16.901351928710938
238774.82839833107,542774.0471994337,17.490324020385742
238711.76684495533,541600.8337905817,16.490110397338867
238659.84049832387,540634.6589057995,16.728120803833008
238620.28162858085,539898.5261838958,16.582128524780273
238302.7018968753,533986.4766888451,31.070129394531246
238265.6451136271,533296.356084438,21.531986236572266
238191.54082230476,531916.116070495,29.59673309326172
239144.17017923415,549144.7914400557,89.56903839111328
238822.55915665362,543163.6828977177,16.069900512695312
238804.01174183722,542818.6198553601,17.53700065612793
238775.57387055023,542289.5233836845,16.75162887573242
238633.41172292386,539644.044535052,16.360275268554688
238435.69638105095,535963.3880435536,14.389104843139648
238354.16440120863,534445.1205408964,25.670223236083984
238236.83402579543,532259.738883811,22.26526641845703
238129.41130126794,530258.3928707046,41.34523391723633
239212.91511108953,549925.5039104251,87.65046691894531
239099.08877133927,547809.1065925984,93.45248413085936
239086.71808925876,547579.0636313697,94.30030059814452
239000.1329039968,545968.7641408751,82.68808746337889
238895.01631682643,544013.4033870446,18.933135986328125
238739.2419916055,541114.8745021671,17.603418350219727
238726.88128117874,540884.8328279909,16.634931564331055
238604.52875223514,538607.4226408023,17.57461929321289
238508.15347130827,536813.1025175182,16.69279670715332
238153.72167566844,530210.9478111994,41.94156265258789
238141.3772368165,529980.9082349716,47.389514923095696
239399.2228498807,552891.6331375241,75.48443603515625
239349.71699342004,551971.4575343076,75.98022460937501
239320.01610681703,551419.352511893,86.94513702392578
239300.21661058266,551051.2826384222,86.76923370361328
239008.27582254953,545622.2651533112,73.6603012084961
238981.0707214946,545116.1715581231,44.15242767333984
238937.79329621256,544311.0230979184,20.879846572875977
238806.75013054456,541872.5767815057,16.82777976989746
238259.5056821733,531681.7653307496,30.81376838684082
238223.70504864273,531014.6497780671,39.98325347900391
239411.0266713533,552614.1463115169,65.41500091552734
239229.14423867318,549232.504802485,88.57284545898438
239153.69092551054,547829.2414035844,94.24604034423827
239122.77111662808,547254.1339286854,85.90839385986328
239072.06726279482,546310.9582683314,92.37289428710936
239054.75507015237,545988.8984570522,87.9105224609375
239025.07858737538,545436.7961251605,65.50325012207031
238992.93129077242,544838.685553168,26.22394371032715
238964.49522796605,544309.5879887827,20.600515365600582
238922.46262890034,543527.4441918945,17.42049789428711
238803.80373299343,541319.0409382507,16.54265594482422
238730.89362730444,539961.7951287776,16.540409088134766
238677.76327338017,538972.6169501022,17.51333236694336
238606.10912099897,537638.377912554,18.35762023925781
238446.78178634337,534670.8515996952,32.78293228149414
238154.21303119688,529218.9038582109,41.400386810302734
239422.83403364485,552336.659626836,68.01834106445312
239306.53552051855,550174.2485362282,85.61768341064453
239202.63476892692,548241.8844852569,86.67957305908203
239187.79377579555,547965.8327327706,90.26055908203124
238998.61433117007,544446.1784729594,21.25858497619629
238997.37812791808,544423.1742308205,21.70100212097168
238779.85972710676,540374.434507776,18.22261047363281
238773.68177802613,540259.4136931971,16.9586238861084
238694.61160059882,538787.1482440112,17.137039184570312
238514.2853395713,535428.549475193,17.72132682800293
238489.5888078012,534968.4681871142,32.474224090576165
238219.2516345886,529930.5896737231,45.62186813354492
239423.51017537652,551852.1335764043,79.32987213134764
239250.33845658952,548631.5236348566,88.48040771484375
239165.01421182082,547044.2262107972,78.8445358276367
238890.60333468078,541937.2835753746,16.817270278930664
238873.3038037524,541615.2248610975,17.490821838378906
238864.6542901845,541454.195536497,17.087202072143555
238851.0625367407,541201.1494988063,17.29160499572754
238846.1201837665,541109.1327711092,16.85980796813965
238726.2849164327,538877.7292931667,17.270044326782227
238436.0961597523,533471.769069572,27.873363494873047
238217.65361603047,529400.0619886732,40.295631408691406
239505.8413922751,552885.8978752084,73.91812133789062
239369.76927619122,550355.4153984897,87.17524719238281
239195.4100986093,547111.8047804143,77.48980712890625
238866.66250948395,540992.6767923348,17.073850631713867
238772.7791546476,539244.3602637416,18.493221282958984
238720.90474340512,538278.1864373907,18.038562774658203
238601.1226753036,536046.7879670877,15.245917320251465
238596.1839014849,535954.7716247952,14.8252534866333
238530.7503309979,534735.5557585452,34.539188385009766
238394.9755747619,532205.1117059691,21.962966918945312
238330.80560474403,531008.9036564752,43.39800262451172
238293.78869216517,530318.784172981,42.203224182128906
238271.58002838903,529904.7126743309,42.43423843383789
239471.88319924712,551757.2487030532,81.32395935058594
